"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.261329511538043,0.181380223940027,0.30373918427282,-0.0746626258457015,0.577312474593875,-0.831523991557053,0.442405392472121,-0.247772419909053,0.340586724434542,0.28649408724656
0.21026129564397,0.113458737853902,0.25123655020102,-0.129064264018222,0.509515789364603,-0.889746225351697,0.375345814455481,-0.270706868163417,0.320829709148397,0.21987012914604
0.250219920617198,0.19563176657021,0.303313260916985,-0.07064738350473,0.599426999639347,-0.813606334951685,0.459150070561034,-0.21746902228381,0.353844553783783,0.292467622497647
0.317256588588129,0.231302072084846,0.36920089263955,0.0104487068959906,0.65533122647847,-0.760886938810085,0.512718499567267,-0.139347145055959,0.407776824118064,0.346283429020432
0.334334598923178,0.288602005086084,0.370091545491792,-0.00310075503971839,0.64755055872076,-0.755314493472346,0.539401226641078,-0.150997640736269,0.41114538438765,0.337983942932236
0.393771352660948,0.311129900699723,0.442238962980589,0.0831737490973694,0.719156235777115,-0.694758122139726,0.586040343817864,-0.0666344451645935,0.511646068747961,0.42512556067685
0.250996446571929,0.201530788159755,0.273366886405913,-0.0755922260122217,0.568287931345679,-0.817048516105475,0.418259026784359,-0.231911262987963,0.320466222980988,0.268477103063614
0.253931801829049,0.195470992337533,0.262050702591066,-0.0850705614103716,0.564382481043302,-0.841645425636035,0.429819036574699,-0.259585036843975,0.352962434304944,0.281930578633585
0.285067774710581,0.205668740702721,0.343771178931486,-0.0291706963444234,0.615482729790703,-0.790799567813862,0.500339242239504,-0.173088653845036,0.351815167172712,0.314661227371308
0.328818720927079,0.29303789608221,0.370519563454027,-0.00451581389673689,0.657741392047044,-0.774736689549057,0.523705916909827,-0.14349116322467,0.425999760801312,0.353526928592549
0.23914782585723,0.167094961520982,0.265019119292581,-0.0940753393086468,0.552323137835396,-0.832500656998345,0.431873029310647,-0.239894672940444,0.334690992753702,0.26184493365626
0.336240373932568,0.276306876968491,0.38186388291349,0.0307134892448143,0.651487397292888,-0.703893998478672,0.537565101471842,-0.147698931294619,0.419896822146538,0.367177718561334
0.348635383444744,0.309337233432572,0.377147589416551,0.0512176255961608,0.671164081190713,-0.729875264896791,0.54162718884698,-0.115715261465708,0.449030845911458,0.388586742405207
0.375464839920485,0.288376877916158,0.408610757832931,0.066589567921317,0.692789188753639,-0.706685717318793,0.557124206943772,-0.144915766079543,0.474452678985448,0.385583908525536
0.344208366387448,0.260009711241404,0.406737484322008,0.00298895581853143,0.679034327329485,-0.758588370072826,0.542711386707247,-0.125192828974098,0.451418079634621,0.359642400365802
0.249771987091165,0.147221468299916,0.26986108374691,-0.0971322697283555,0.562114715048697,-0.828718131800052,0.425316763351036,-0.262040533819595,0.332045098629537,0.280149177576802
0.251647373650917,0.162110179831551,0.270339826270898,-0.0691370327722171,0.575439137880343,-0.878529315214671,0.412859834156259,-0.227288573636505,0.333120979548379,0.262236559846956
0.289632308373933,0.217041399433806,0.326647097452442,-0.0306098849784322,0.620457773010676,-0.794075257212066,0.473329444589967,-0.152726142524989,0.407902545482566,0.32658789422846
0.248386176458704,0.163785672428756,0.316477405495319,-0.0443961499145397,0.590914499067474,-0.805922275061084,0.450271068140923,-0.190699338163841,0.355596943803178,0.303493594301799
0.344280383725382,0.296878897478867,0.414273074231706,0.0337332030192984,0.692132612154801,-0.731299873202713,0.55245268133333,-0.119420320519251,0.435583746124056,0.373971722527074
0.335053373709768,0.248616782815376,0.35914237035541,0.022453324289305,0.650707280005429,-0.755827084402409,0.50041382307047,-0.14857383310987,0.403937857242195,0.336912268773124
0.341535376639766,0.246710517086287,0.399929820453751,0.0395171006780735,0.680228239841799,-0.68602320131703,0.54826473917446,-0.111056993733311,0.444398532622179,0.385241538813595
0.346064834825374,0.262959470759389,0.39579154895352,0.00959385373316527,0.665418833920039,-0.730128335071356,0.542348888861078,-0.142809805995935,0.43015195334312,0.354005417271448
0.332062135693668,0.26774519920071,0.353139968848254,0.019087760365516,0.668095772225047,-0.711400616917112,0.497943862676942,-0.131494174622337,0.441705570384367,0.342752388364323
0.175818594576068,0.0971896334428577,0.219202599826937,-0.156935166974652,0.492124728999842,-0.940100010399109,0.371352079169045,-0.31856216167868,0.282730241766167,0.211154373309676
0.212549588289653,0.148963133735644,0.271422168578178,-0.0912544905466683,0.549453405738789,-0.85594767504318,0.414880056500137,-0.246249801264927,0.315407842867974,0.247475624182939
0.269033881947147,0.182668498892023,0.287688878861708,-0.062836895580325,0.568578973137781,-0.811817537746065,0.437324738512348,-0.209132161245449,0.332269448358279,0.276275487890345
0.195390312649733,0.128324807471704,0.254298276440979,-0.110625153878514,0.525798925863595,-0.862170615357913,0.392665925238475,-0.25899487222145,0.296853825598187,0.227578658859284
0.310078494041634,0.226954784307221,0.349229811822917,-0.00832071171708547,0.634530396484671,-0.758746613012416,0.486300521643102,-0.170208442055475,0.387455656354661,0.340802224031821
