FIPS,Police Precinct ID,Ge0_Name,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3.60471E+11,71,"Block Group 1, Census Tract 810, Kings County, New York",1336,1297,274,994,0,0,0,0,29,39,4,12,0,0,0,16,7
3.60471E+11,71,"Block Group 2, Census Tract 810, Kings County, New York",781,757,65,615,0,9,0,0,68,24,0,18,0,0,0,0,6
3.60471E+11,71,"Block Group 1, Census Tract 822, Kings County, New York",1886,1706,251,1402,0,53,0,0,0,180,0,69,0,0,0,21,90
3.60471E+11,71,"Block Group 1, Census Tract 874.01, Kings County, New York",1436,1357,222,1109,0,0,0,26,0,79,11,48,0,0,0,20,0
3.60471E+11,71,"Block Group 2, Census Tract 874.01, Kings County, New York",2069,1859,0,1761,0,0,0,11,87,210,0,210,0,0,0,0,0
3.60471E+11,71,"Block Group 1, Census Tract 876, Kings County, New York",793,764,220,482,0,62,0,0,0,29,0,0,0,0,0,29,0
3.60471E+11,71,"Block Group 2, Census Tract 876, Kings County, New York",762,720,44,672,0,0,0,0,4,42,0,14,0,0,0,27,1
3.60471E+11,71,"Block Group 2, Census Tract 878, Kings County, New York",572,549,10,513,7,10,0,0,9,23,0,10,0,0,0,4,9
3.60471E+11,71,"Block Group 2, Census Tract 880, Kings County, New York",608,576,0,576,0,0,0,0,0,32,0,32,0,0,0,0,0
3.60471E+11,71,"Block Group 3, Census Tract 880, Kings County, New York",839,774,0,774,0,0,0,0,0,65,0,65,0,0,0,0,0
3.6047E+11,72,"Block Group 1, Census Tract 2, Kings County, New York",1506,169,52,24,0,56,0,13,24,1337,418,24,0,0,0,838,57
3.6047E+11,72,"Block Group 0, Census Tract 18, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,72,"Block Group 1, Census Tract 18, Kings County, New York",2022,1060,216,769,28,14,19,0,14,962,503,114,0,0,0,295,50
3.6047E+11,72,"Block Group 1, Census Tract 20, Kings County, New York",372,68,21,15,0,32,0,0,0,304,174,17,0,0,0,100,13
3.6047E+11,72,"Block Group 2, Census Tract 20, Kings County, New York",860,76,16,7,0,53,0,0,0,784,382,68,37,0,0,281,16
3.6047E+11,72,"Block Group 1, Census Tract 22, Kings County, New York",1570,238,109,47,0,77,0,0,5,1332,604,23,0,0,0,657,48
3.6047E+11,72,"Block Group 2, Census Tract 22, Kings County, New York",1254,400,146,22,0,232,0,0,0,854,294,17,0,0,0,527,16
3.6047E+11,72,"Block Group 3, Census Tract 22, Kings County, New York",2083,1074,624,56,0,386,0,0,8,1009,508,19,0,0,0,418,64
3.6047E+11,72,"Block Group 1, Census Tract 72, Kings County, New York",2073,756,212,33,6,505,0,0,0,1317,396,31,0,0,0,807,83
3.6047E+11,72,"Block Group 1, Census Tract 74, Kings County, New York",1895,786,260,23,0,486,0,0,17,1109,273,62,0,0,0,774,0
3.6047E+11,72,"Block Group 2, Census Tract 74, Kings County, New York",1626,721,150,0,28,543,0,0,0,905,205,0,0,0,0,700,0
3.6047E+11,72,"Block Group 3, Census Tract 74, Kings County, New York",735,22,9,13,0,0,0,0,0,713,103,59,0,0,0,526,25
3.6047E+11,72,"Block Group 4, Census Tract 74, Kings County, New York",1600,270,16,0,0,246,0,8,0,1330,306,85,0,0,0,939,0
3.6047E+11,72,"Block Group 1, Census Tract 76, Kings County, New York",1826,764,221,29,0,481,0,0,33,1062,437,0,0,0,0,625,0
3.6047E+11,72,"Block Group 2, Census Tract 76, Kings County, New York",1415,463,286,63,0,106,0,0,8,952,467,0,0,9,0,448,28
3.6047E+11,72,"Block Group 3, Census Tract 76, Kings County, New York",1883,733,217,22,0,484,0,0,10,1150,470,0,0,0,0,622,58
3.6047E+11,72,"Block Group 1, Census Tract 78, Kings County, New York",2313,338,92,140,0,100,0,0,6,1975,538,9,0,0,0,1191,237
3.6047E+11,72,"Block Group 2, Census Tract 78, Kings County, New York",1160,244,219,11,0,14,0,0,0,916,365,0,0,0,0,551,0
3.6047E+11,72,"Block Group 3, Census Tract 78, Kings County, New York",1288,552,92,15,0,445,0,0,0,736,481,72,0,25,0,158,0
3.6047E+11,72,"Block Group 4, Census Tract 78, Kings County, New York",698,95,62,0,0,33,0,0,0,603,220,0,0,0,0,362,21
3.6047E+11,72,"Block Group 1, Census Tract 80, Kings County, New York",1419,515,461,8,0,39,0,0,7,904,448,0,0,0,0,440,16
3.6047E+11,72,"Block Group 2, Census Tract 80, Kings County, New York",1359,169,103,66,0,0,0,0,0,1190,366,0,0,0,0,695,129
3.6047E+11,72,"Block Group 3, Census Tract 80, Kings County, New York",1057,348,115,17,0,195,0,21,0,709,165,44,0,0,0,406,94
3.6047E+11,72,"Block Group 1, Census Tract 82, Kings County, New York",1212,519,270,23,0,202,0,0,24,693,441,0,67,0,0,185,0
3.6047E+11,72,"Block Group 2, Census Tract 82, Kings County, New York",1641,479,167,40,0,272,0,0,0,1162,404,0,0,0,0,758,0
3.6047E+11,72,"Block Group 3, Census Tract 82, Kings County, New York",1422,220,78,1,0,58,0,0,83,1202,304,46,15,0,0,774,63
3.6047E+11,72,"Block Group 1, Census Tract 84, Kings County, New York",1173,397,332,0,0,9,0,0,56,776,254,0,0,0,0,497,25
3.6047E+11,72,"Block Group 2, Census Tract 84, Kings County, New York",1847,574,321,9,0,225,0,0,19,1273,589,0,0,0,0,667,17
3.6047E+11,72,"Block Group 3, Census Tract 84, Kings County, New York",875,166,82,67,0,17,0,0,0,709,292,0,95,10,0,259,53
3.6047E+11,72,"Block Group 1, Census Tract 86, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,72,"Block Group 1, Census Tract 88, Kings County, New York",1951,754,396,54,0,232,0,45,27,1197,179,0,0,0,0,719,299
3.6047E+11,72,"Block Group 2, Census Tract 88, Kings County, New York",1091,679,459,61,0,126,0,9,24,412,333,0,13,0,0,43,23
3.6047E+11,72,"Block Group 1, Census Tract 90, Kings County, New York",1849,681,229,0,0,452,0,0,0,1168,285,16,0,0,0,817,50
3.6047E+11,72,"Block Group 2, Census Tract 94, Kings County, New York",1808,1742,205,0,0,1537,0,0,0,66,0,0,0,0,0,66,0
3.6047E+11,72,"Block Group 3, Census Tract 94, Kings County, New York",1791,1350,82,113,0,1145,0,0,10,441,31,0,0,0,0,410,0
3.6047E+11,72,"Block Group 1, Census Tract 96, Kings County, New York",1465,557,148,0,0,409,0,0,0,908,110,0,0,0,0,791,7
3.6047E+11,72,"Block Group 2, Census Tract 96, Kings County, New York",1810,1039,109,62,0,672,0,68,128,771,358,22,0,0,0,385,6
3.6047E+11,72,"Block Group 3, Census Tract 96, Kings County, New York",1096,599,181,33,0,375,0,0,10,497,133,0,0,0,0,330,34
3.6047E+11,72,"Block Group 4, Census Tract 96, Kings County, New York",2106,972,454,36,0,412,0,25,45,1134,790,66,0,0,0,278,0
3.6047E+11,72,"Block Group 1, Census Tract 98, Kings County, New York",2282,625,142,73,0,400,0,0,10,1657,364,20,0,0,0,1273,0
3.6047E+11,72,"Block Group 2, Census Tract 98, Kings County, New York",1859,706,19,61,0,626,0,0,0,1153,128,9,0,0,0,1008,8
3.6047E+11,72,"Block Group 3, Census Tract 98, Kings County, New York",1543,1496,36,0,0,1460,0,0,0,47,7,0,0,0,0,40,0
3.6047E+11,72,"Block Group 4, Census Tract 98, Kings County, New York",1719,786,131,31,0,624,0,0,0,933,432,0,0,0,0,445,56
3.6047E+11,72,"Block Group 1, Census Tract 100, Kings County, New York",1690,1184,121,6,0,1042,0,0,15,506,157,0,67,0,0,228,54
3.6047E+11,72,"Block Group 2, Census Tract 100, Kings County, New York",1265,1186,100,0,0,1086,0,0,0,79,71,0,0,0,0,8,0
3.6047E+11,72,"Block Group 3, Census Tract 100, Kings County, New York",1698,991,149,0,0,832,0,0,10,707,208,0,0,0,0,499,0
3.6047E+11,72,"Block Group 4, Census Tract 100, Kings County, New York",1806,786,127,0,0,649,0,0,10,1020,479,41,0,0,0,500,0
3.6047E+11,72,"Block Group 1, Census Tract 101, Kings County, New York",1394,762,357,37,0,265,0,8,95,632,222,0,0,0,0,405,5
3.6047E+11,72,"Block Group 2, Census Tract 101, Kings County, New York",1671,771,602,61,0,83,0,17,8,900,284,0,17,0,0,543,56
3.6047E+11,72,"Block Group 3, Census Tract 101, Kings County, New York",1394,293,75,41,0,142,0,0,35,1101,250,0,51,0,0,657,143
3.6047E+11,72,"Block Group 1, Census Tract 102, Kings County, New York",2060,1526,149,0,0,1377,0,0,0,534,205,0,0,0,0,329,0
3.6047E+11,72,"Block Group 2, Census Tract 102, Kings County, New York",1886,1719,62,4,0,1653,0,0,0,167,135,12,0,0,0,8,12
3.6047E+11,72,"Block Group 3, Census Tract 102, Kings County, New York",1135,563,78,0,0,485,0,0,0,572,374,0,0,0,0,198,0
3.6047E+11,72,"Block Group 2, Census Tract 104, Kings County, New York",1657,1314,140,0,0,1139,0,9,26,343,12,0,0,0,0,331,0
3.6047E+11,72,"Block Group 3, Census Tract 104, Kings County, New York",1733,1705,96,10,0,1495,0,75,29,28,8,0,0,0,0,20,0
3.6047E+11,72,"Block Group 2, Census Tract 106, Kings County, New York",1826,1589,211,0,0,1349,0,0,29,237,0,38,0,0,0,199,0
3.6047E+11,72,"Block Group 3, Census Tract 106, Kings County, New York",1411,1134,32,10,0,1018,0,0,74,277,49,0,0,0,0,228,0
3.6047E+11,72,"Block Group 1, Census Tract 108, Kings County, New York",818,760,119,0,0,641,0,0,0,58,14,23,0,0,0,0,21
3.6047E+11,72,"Block Group 3, Census Tract 108, Kings County, New York",1533,1335,20,17,0,1298,0,0,0,198,10,0,0,0,0,23,165
3.6047E+11,72,"Block Group 3, Census Tract 117, Kings County, New York",992,728,603,64,37,14,0,0,10,264,112,15,0,0,0,66,71
3.6047E+11,72,"Block Group 2, Census Tract 118, Kings County, New York",930,794,64,0,0,722,0,0,8,136,14,0,0,0,0,91,31
3.6047E+11,72,"Block Group 1, Census Tract 122, Kings County, New York",2293,1403,405,0,0,965,0,0,33,890,273,0,154,0,0,449,14
3.6047E+11,72,"Block Group 2, Census Tract 122, Kings County, New York",2579,864,78,0,0,786,0,0,0,1715,113,15,0,0,0,1542,45
3.6047E+11,72,"Block Group 3, Census Tract 122, Kings County, New York",1073,818,117,0,5,696,0,0,0,255,127,0,0,0,0,128,0
3.6047E+11,72,"Block Group 2, Census Tract 141, Kings County, New York",874,669,466,6,0,113,0,28,56,205,73,0,0,0,0,120,12
3.6047E+11,72,"Block Group 1, Census Tract 143, Kings County, New York",1237,791,565,0,0,136,0,53,37,446,67,0,0,0,0,324,55
3.6047E+11,72,"Block Group 2, Census Tract 143, Kings County, New York",1234,867,753,35,0,61,0,0,18,367,305,8,0,0,0,54,0
3.6047E+11,72,"Block Group 3, Census Tract 143, Kings County, New York",1160,479,349,26,12,61,0,0,31,681,79,100,0,0,0,329,173
3.6047E+11,72,"Block Group 1, Census Tract 145, Kings County, New York",1499,1037,751,61,0,149,0,0,76,462,129,0,0,0,0,256,77
3.6047E+11,72,"Block Group 2, Census Tract 145, Kings County, New York",1185,591,540,3,0,48,0,0,0,594,475,0,0,0,0,119,0
3.6047E+11,72,"Block Group 3, Census Tract 145, Kings County, New York",501,409,305,59,15,11,0,0,19,92,50,0,0,0,0,42,0
3.6047E+11,72,"Block Group 4, Census Tract 145, Kings County, New York",893,689,518,10,67,41,0,16,37,204,50,0,0,0,0,106,48
3.6047E+11,72,"Block Group 1, Census Tract 147, Kings County, New York",780,518,406,49,0,40,0,0,23,262,138,17,42,0,0,48,17
3.6047E+11,72,"Block Group 2, Census Tract 147, Kings County, New York",1755,912,745,19,0,81,0,14,53,843,356,6,0,0,0,459,22
3.6047E+11,72,"Block Group 3, Census Tract 149, Kings County, New York",1058,777,701,0,0,47,0,0,29,281,239,0,0,0,0,26,16
3.6047E+11,72,"Block Group 4, Census Tract 149, Kings County, New York",1007,594,581,13,0,0,0,0,0,413,319,2,0,0,0,92,0
3.6047E+11,72,"Block Group 5, Census Tract 149, Kings County, New York",1453,1097,1025,36,0,0,0,0,36,356,324,0,0,0,0,0,32
3.6047E+11,72,"Block Group 1, Census Tract 169, Kings County, New York",1063,916,734,17,0,131,0,0,34,147,70,0,0,0,0,77,0
3.6047E+11,72,"Block Group 2, Census Tract 169, Kings County, New York",1262,1210,884,17,0,271,0,38,0,52,39,13,0,0,0,0,0
3.6047E+11,72,"Block Group 3, Census Tract 169, Kings County, New York",745,612,550,0,0,31,0,0,31,133,24,0,0,0,0,109,0
3.6047E+11,72,"Block Group 4, Census Tract 169, Kings County, New York",900,717,625,26,0,35,0,0,31,183,20,0,0,0,0,142,21
3.6047E+11,72,"Block Group 5, Census Tract 169, Kings County, New York",769,485,419,0,0,59,0,0,7,284,263,0,0,0,0,21,0
3.6047E+11,72,"Block Group 1, Census Tract 171, Kings County, New York",1463,1203,1043,15,0,99,0,0,46,260,198,2,0,0,0,14,46
3.6047E+11,72,"Block Group 2, Census Tract 171, Kings County, New York",689,678,668,0,0,10,0,0,0,11,0,0,0,0,0,11,0
3.6047E+11,72,"Block Group 3, Census Tract 171, Kings County, New York",867,775,697,21,0,30,0,0,27,92,92,0,0,0,0,0,0
3.6047E+11,72,"Block Group 4, Census Tract 171, Kings County, New York",1079,999,909,0,0,90,0,0,0,80,20,0,0,0,0,60,0
3.6047E+11,72,"Block Group 1, Census Tract 175, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60471E+11,72,"Block Group 1, Census Tract 500, Kings County, New York",1076,808,590,23,0,160,0,0,35,268,205,0,0,0,0,30,33
3.60471E+11,72,"Block Group 2, Census Tract 500, Kings County, New York",1129,982,758,154,0,70,0,0,0,147,134,9,0,0,0,4,0
3.60471E+11,72,"Block Group 1, Census Tract 502.02, Kings County, New York",1246,1203,1123,0,0,29,0,6,45,43,32,0,0,0,0,0,11
3.60471E+11,72,"Block Group 2, Census Tract 502.02, Kings County, New York",1000,920,854,24,0,29,0,0,13,80,35,0,10,0,0,35,0
3.60471E+11,72,"Block Group 1, Census Tract 504, Kings County, New York",1232,1002,664,78,0,177,0,47,36,230,113,0,0,0,0,88,29
3.60471E+11,72,"Block Group 2, Census Tract 504, Kings County, New York",1235,1055,664,181,0,166,0,0,44,180,128,0,0,0,0,39,13
3.60472E+11,72,"Block Group 1, Census Tract 1502, Kings County, New York",1128,1025,873,0,0,126,0,0,26,103,44,37,0,0,0,0,22
3.60472E+11,72,"Block Group 2, Census Tract 1502, Kings County, New York",924,746,669,0,0,68,0,0,9,178,86,0,0,0,0,50,42
3.60472E+11,72,"Block Group 3, Census Tract 1502, Kings County, New York",824,741,479,71,0,124,0,32,35,83,10,0,0,0,0,73,0
3.6061E+11,7,"Block Group 1, Census Tract 2.01, New York County, New York",826,822,219,8,0,593,0,0,2,4,3,1,0,0,0,0,0
3.6061E+11,7,"Block Group 2, Census Tract 2.01, New York County, New York",1904,802,45,197,0,560,0,0,0,1102,327,47,0,21,0,707,0
3.6061E+11,7,"Block Group 0, Census Tract 2.02, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,7,"Block Group 1, Census Tract 2.02, New York County, New York",806,591,70,232,0,272,0,0,17,215,163,0,0,0,0,0,52
3.6061E+11,7,"Block Group 2, Census Tract 2.02, New York County, New York",2287,1296,362,470,0,419,0,22,23,991,495,28,0,22,0,344,102
3.6061E+11,7,"Block Group 3, Census Tract 2.02, New York County, New York",1310,639,18,232,0,389,0,0,0,671,302,125,0,61,0,112,71
3.6061E+11,7,"Block Group 4, Census Tract 2.02, New York County, New York",1398,708,44,333,0,331,0,0,0,690,368,0,37,0,0,244,41
3.6061E+11,7,"Block Group 5, Census Tract 2.02, New York County, New York",1988,1574,909,74,0,430,0,0,161,414,213,0,0,18,0,183,0
3.6061E+11,7,"Block Group 0, Census Tract 6, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,7,"Block Group 1, Census Tract 6, New York County, New York",1677,1670,200,28,0,1442,0,0,0,7,7,0,0,0,0,0,0
3.6061E+11,7,"Block Group 2, Census Tract 6, New York County, New York",2155,1437,26,119,62,1230,0,0,0,718,108,0,0,0,0,610,0
3.6061E+11,7,"Block Group 3, Census Tract 6, New York County, New York",791,791,26,0,55,710,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,7,"Block Group 4, Census Tract 6, New York County, New York",1449,1318,108,96,0,1114,0,0,0,131,113,9,0,0,0,9,0
3.6061E+11,7,"Block Group 5, Census Tract 6, New York County, New York",2495,950,0,121,18,811,0,0,0,1545,233,0,0,18,0,1273,21
3.6061E+11,7,"Block Group 6, Census Tract 6, New York County, New York",2323,1526,99,89,0,1262,0,0,76,797,407,0,0,62,0,213,115
3.6061E+11,7,"Block Group 1, Census Tract 10.01, New York County, New York",1382,1071,907,25,0,128,0,5,6,311,126,24,0,0,0,88,73
3.6061E+11,7,"Block Group 0, Census Tract 10.02, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,7,"Block Group 1, Census Tract 10.02, New York County, New York",1506,273,105,129,0,39,0,0,0,1233,218,108,0,0,0,887,20
3.6061E+11,7,"Block Group 2, Census Tract 10.02, New York County, New York",979,289,0,95,0,194,0,0,0,690,209,0,0,0,0,467,14
3.6061E+11,7,"Block Group 3, Census Tract 10.02, New York County, New York",3222,978,77,287,0,543,0,0,71,2244,488,235,0,15,0,1415,91
3.6061E+11,7,"Block Group 1, Census Tract 12, New York County, New York",1678,761,251,13,0,467,0,0,30,917,342,3,19,0,0,448,105
3.6061E+11,7,"Block Group 2, Census Tract 12, New York County, New York",915,835,738,35,0,40,0,0,22,80,12,8,0,0,0,60,0
3.6061E+11,7,"Block Group 3, Census Tract 12, New York County, New York",1328,1219,1027,9,0,108,0,28,47,109,56,8,0,0,0,22,23
3.6061E+11,7,"Block Group 1, Census Tract 14.01, New York County, New York",1538,1311,950,19,0,272,0,0,70,227,178,9,0,0,0,31,9
3.6061E+11,7,"Block Group 2, Census Tract 14.01, New York County, New York",1557,1470,1134,45,0,268,0,0,23,87,48,0,0,0,0,31,8
3.6061E+11,7,"Block Group 1, Census Tract 14.02, New York County, New York",1506,1234,631,16,0,508,0,0,79,272,8,0,0,15,0,244,5
3.6061E+11,7,"Block Group 2, Census Tract 14.02, New York County, New York",1351,751,241,84,0,352,0,45,29,600,238,15,48,0,0,278,21
3.6061E+11,7,"Block Group 4, Census Tract 16, New York County, New York",1354,1333,384,47,0,876,0,26,0,21,21,0,0,0,0,0,0
3.6061E+11,7,"Block Group 5, Census Tract 16, New York County, New York",972,835,350,18,0,455,0,12,0,137,118,0,0,0,0,19,0
3.6061E+11,7,"Block Group 1, Census Tract 18, New York County, New York",1361,1050,308,170,0,572,0,0,0,311,49,0,0,0,0,262,0
3.6061E+11,7,"Block Group 2, Census Tract 18, New York County, New York",713,713,128,0,155,400,0,0,30,0,0,0,0,0,0,0,0
3.6061E+11,7,"Block Group 3, Census Tract 18, New York County, New York",1456,1337,779,30,0,505,0,0,23,119,93,0,0,0,0,18,8
3.6061E+11,7,"Block Group 1, Census Tract 22.01, New York County, New York",1818,1090,380,233,0,453,0,0,24,728,100,73,0,0,0,537,18
3.6061E+11,7,"Block Group 2, Census Tract 22.01, New York County, New York",959,792,384,175,0,187,0,0,46,167,64,33,0,0,0,40,30
3.6061E+11,7,"Block Group 3, Census Tract 22.01, New York County, New York",1063,331,30,150,0,151,0,0,0,732,475,0,0,0,0,202,55
3.6061E+11,7,"Block Group 4, Census Tract 22.01, New York County, New York",2644,1381,357,173,0,769,0,0,82,1263,552,25,35,0,0,638,13
3.6061E+11,7,"Block Group 1, Census Tract 30.01, New York County, New York",1014,889,731,5,0,46,0,0,107,125,83,0,0,0,0,42,0
3.6061E+11,7,"Block Group 2, Census Tract 30.01, New York County, New York",1352,1243,701,50,0,459,0,0,33,109,43,0,0,0,0,52,14
3.6061E+11,7,"Block Group 3, Census Tract 30.01, New York County, New York",819,586,324,153,0,50,0,0,59,233,85,0,0,0,0,148,0
3.6061E+11,7,"Block Group 4, Census Tract 30.01, New York County, New York",955,628,291,0,0,255,0,0,82,327,172,21,0,0,0,134,0
3.6061E+11,9,"Block Group 1, Census Tract 20, New York County, New York",2292,916,10,178,0,728,0,0,0,1376,416,120,0,0,0,811,29
3.6061E+11,9,"Block Group 2, Census Tract 20, New York County, New York",1709,762,35,538,0,189,0,0,0,947,199,58,0,46,0,624,20
3.6061E+11,9,"Block Group 3, Census Tract 20, New York County, New York",919,454,10,287,0,157,0,0,0,465,185,55,0,0,0,187,38
3.6061E+11,9,"Block Group 1, Census Tract 22.02, New York County, New York",1947,1587,1055,122,0,307,0,0,103,360,73,34,11,0,0,191,51
3.6061E+11,9,"Block Group 1, Census Tract 24, New York County, New York",2754,1292,79,576,0,218,0,325,94,1462,486,0,0,0,0,940,36
3.6061E+11,9,"Block Group 2, Census Tract 24, New York County, New York",1521,435,0,180,0,222,0,0,33,1086,489,0,0,0,0,530,67
3.6061E+11,9,"Block Group 1, Census Tract 26.01, New York County, New York",1987,1069,619,96,0,300,0,0,54,918,213,13,15,0,0,595,82
3.6061E+11,9,"Block Group 2, Census Tract 26.01, New York County, New York",1947,906,390,323,0,155,0,0,38,1041,464,12,0,0,0,525,40
3.6061E+11,9,"Block Group 1, Census Tract 26.02, New York County, New York",1532,1072,621,76,0,266,36,0,73,460,126,0,0,0,0,334,0
3.6061E+11,9,"Block Group 2, Census Tract 26.02, New York County, New York",2675,2420,1732,91,44,360,0,0,193,255,169,1,0,0,0,85,0
3.6061E+11,9,"Block Group 1, Census Tract 28, New York County, New York",1052,490,183,249,0,39,0,0,19,562,0,0,0,0,0,508,54
3.6061E+11,9,"Block Group 2, Census Tract 28, New York County, New York",1240,882,427,13,0,442,0,0,0,358,201,60,0,0,0,97,0
3.6061E+11,9,"Block Group 3, Census Tract 28, New York County, New York",1963,1146,752,352,0,42,0,0,0,817,293,31,0,0,0,482,11
3.6061E+11,9,"Block Group 4, Census Tract 28, New York County, New York",3049,1601,738,430,0,330,0,44,59,1448,566,8,16,0,0,785,73
3.6061E+11,9,"Block Group 1, Census Tract 30.02, New York County, New York",1835,1382,1024,152,0,170,0,16,20,453,170,16,0,0,0,267,0
3.6061E+11,9,"Block Group 2, Census Tract 30.02, New York County, New York",1137,789,496,87,0,188,0,8,10,348,152,91,0,0,0,105,0
3.6061E+11,9,"Block Group 1, Census Tract 32, New York County, New York",1934,1881,1700,57,0,84,0,0,40,53,33,0,0,0,0,20,0
3.6061E+11,9,"Block Group 2, Census Tract 32, New York County, New York",528,507,425,0,0,82,0,0,0,21,21,0,0,0,0,0,0
3.6061E+11,9,"Block Group 3, Census Tract 32, New York County, New York",1436,1185,862,29,0,294,0,0,0,251,251,0,0,0,0,0,0
3.6061E+11,9,"Block Group 4, Census Tract 32, New York County, New York",576,576,557,0,0,19,0,0,0,0,0,0,0,0,0,0,0
