"V1","V2","V3","V4","V5"
0.0469603661349878,0.160856844745205,-0.00290366397725226,0.154172390546156,0.0549838954942081
0.109046360342543,0.21304252537073,0.0346654633189292,0.208419296417164,0.104227273288133
0.0441293244510992,0.137542199170685,-0.0311037993445422,0.14844140650433,0.037509197215971
-0.0286319640271683,0.0863644689405615,-0.0911687548619556,0.069958498032374,-0.0107338291954374
-0.0237343148478478,0.0638972732624635,-0.0877191472915653,0.0784300975976341,-0.0215932480980256
-0.0870466853883697,0.0162706879647738,-0.167211255872142,0.00497425247596554,-0.0996914141081177
0.0695936788813962,0.163367486108275,-0.0307059417535683,0.166452302060548,0.0605659979308475
0.0715742224631365,0.157137167273012,-0.0239501889041155,0.163454267112299,0.0661724545557538
0.00751962032003085,0.110882153661586,-0.0529928539611893,0.108518789505663,-0.00352359235980338
-0.0373531091483771,0.0587657901195652,-0.104429325529802,0.0719938105186793,-0.0256193066736842
0.0801149539659315,0.165755816982106,-0.00700576128757593,0.183075708348098,0.0717140254931908
-0.0453521695946872,0.0626696933692617,-0.0882899737704562,0.0655623598787309,-0.0422751349785968
-0.0383274943697035,0.0541511706584306,-0.118504263453207,0.0473291742789033,-0.058330990373504
-0.049275125007924,0.0352659405286006,-0.148882448297577,0.0433405260080156,-0.0745239685051921
-0.0459729587898609,0.058354161201383,-0.111701836913468,0.0637128910357285,-0.0345850723535486
0.0713568937590957,0.164633800382559,-0.00559129726250576,0.171464809428629,0.0750509310302367
0.0700139128989884,0.174489809511956,0.00213937354967541,0.157898042521478,0.0699322840277778
0.0146495054029011,0.110398930324844,-0.0692696712456648,0.114505479712911,7.25683115419405e-05
0.0583111288879474,0.136648301379008,-0.0325074305552697,0.129911542729259,0.0541362521512295
-0.0493389715403042,0.0498131572057907,-0.125297874785417,0.0456020504498378,-0.0442417472727618
-0.0167200609899886,0.0858286423093988,-0.0877712103272799,0.0861225315194153,-0.0219898074093708
-0.0475913812961927,0.0458836408672649,-0.114169877209488,0.0497258374224979,-0.0510037090070814
-0.036475483217266,0.0729636717362556,-0.0919753689382132,0.0561538590100087,-0.0346067728036829
-0.0275325445908762,0.0762927698236718,-0.0908405022066979,0.0876231208316258,-0.0169920122921028
0.12621829611291,0.225969010493748,0.0555194250493706,0.237417620891758,0.126131132789957
0.0898341365721708,0.175897904921731,-0.000527487765983314,0.187240464068372,0.0832297143803507
0.06838965812093,0.154190691547345,-0.00426898489050581,0.153673158999747,0.0442452751889874
0.0913089999632457,0.199183922202694,0.0284771503859209,0.206289903890702,0.106868280166169
0.00427243606722971,0.106571014929315,-0.0714792868633071,0.0855983052093863,0.00166462159564945
0.208962044232944,0.325415254345065,0.14880704895544,0.330878123048503,0.222702401181985
-0.0564604665870682,0.0615594168429771,-0.11484943476204,0.0708668680597837,-0.0359251493422306
0.10030369292448,0.21614292518237,0.0353472529803376,0.210701493494967,0.104636455409771
0.140677532907902,0.241396377623612,0.0704058376866839,0.22357113632512,0.130136511695048
0.055949201528998,0.167506096377122,0.00895505399934327,0.165711186820313,0.0614686080276061
-0.0283917244508103,0.0482160010886202,-0.119376591202062,0.0608484102688585,-0.0356754123907378
-0.0101769397781294,0.0770152328300958,-0.0835319434259858,0.0907939852377572,-0.0050302961067608
0.000644617952294242,0.113695576802778,-0.0515938314023607,0.113747920346382,0.00784913624898131
-0.0041557589098438,0.0814346874838132,-0.0706113558064986,0.104427708448876,-0.0118773507294078
0.146650132855483,0.265601982706899,0.0820649107978667,0.260348091529495,0.13354721484451
0.0275746861529426,0.115694920568144,-0.0531281443983273,0.119070781641887,0.0135998728930815
-0.0190043173142231,0.0913216645128529,-0.0695845696296077,0.0877465731988025,-0.0119834281688155
-0.134552164894412,-0.0248816464051487,-0.221061312683026,-0.0515941051054915,-0.161396822492059
-0.0301481057371475,0.0655982311243145,-0.102915624628964,0.0760191263568588,-0.0264929969433777
0.0653580980041169,0.165529350279552,-0.0256725161780942,0.167927898832563,0.0482753255616317
-0.0339271794882046,0.0795398630369644,-0.0743825367980964,0.0529815152994393,-0.0263004825174959
-0.026463099135209,0.097109126029212,-0.0909925865145627,0.0848286701264636,-0.0128816047996811
0.0343350875646801,0.145362645472754,-0.0281957636901405,0.146490927513066,0.0341047465225472
0.220572981866397,0.310651258885244,0.153982432741254,0.333904826789695,0.223283098842887
0.10694421933914,0.213756656579971,0.0256095973419976,0.206800967854523,0.0896247859755243
-0.0204518167587498,0.0758653201211097,-0.0971591480927608,0.0656549363439489,-0.0130010825198995
-0.0289994727745886,0.0623537939181187,-0.0982448891243603,0.0729637239875172,-0.026029501627566
-0.00184144100069731,0.0940891933487037,-0.0717462081326519,0.103383530184319,-0.00135452856652844
0.151240123916245,0.233665254751656,0.0635261227678687,0.228471856405681,0.134466469930859
0.000277291266043755,0.10842210425246,-0.0583200096757834,0.112600309583959,-0.0136979201924624
0.0593042849352561,0.152305953836943,-0.0180901923841772,0.152362737771934,0.0418864040968172
0.15472090691381,0.25436594921719,0.0843954764575931,0.256348850919604,0.148384761433054
0.209494955704279,0.32875828961252,0.14826477995936,0.330734682111535,0.224974941163054
0.00757279302449697,0.103229574048579,-0.0685826014889451,0.101081916128004,-0.014438014803736
0.0218985597637202,0.11444652066664,-0.054865236481033,0.131846803829714,0.0151262049596714
-0.0247550626019558,0.0630900539990599,-0.121602366824527,0.0801256863708567,-0.0275413486098017
0.00400126855787845,0.0824404880988795,-0.0675760465268231,0.108905730497102,-0.00316996211653998
0.00737855030339563,0.0776651227974884,-0.0730822487861507,0.104216436725201,-0.0148691668119108
0.0807048850897409,0.159338147639035,-0.00111159214021761,0.152979734539181,0.0806807783950984
0.110704029671655,0.197165739983435,0.0331482886697638,0.208660188258977,0.106838993022045
-0.00146603068421127,0.101662569875746,-0.0703635860468966,0.0971671594795155,-0.0185387304418382
0.021846346132906,0.105336287829575,-0.0802298924952667,0.104207802289513,0.00339771395082946
0.0448329269339534,0.141488044836441,-0.0163559980966068,0.143511669508834,0.0238190418037561
-0.0345044137347977,0.0629456572524238,-0.101212742587351,0.0603595548155484,-0.0545221300855103
-0.00194167262439991,0.108415883913643,-0.0508027484561627,0.101667328156093,0.000785079204547893
0.0834860659478221,0.177231327421373,0.00510417579988969,0.168762357734309,0.094587714937114
0.103316073424139,0.190774346918171,0.0270588474113804,0.209193055035953,0.10745838139892
0.164318089802726,0.248151696157952,0.0653575160107229,0.270649395058218,0.134263535163336
-0.121230033272451,-0.0196539899511669,-0.168333950566904,-0.00535253256767376,-0.104617108850378
0.0859991471323609,0.19013010075118,0.0116839211407655,0.193322808855085,0.0952160717909185
0.0515555299786379,0.140197004915136,-0.030461756417343,0.156833918394638,0.0375011670119611
-0.0396827645145766,0.0560905149509178,-0.102769346507191,0.0584225654697716,-0.0384183235811713
0.0260500244659648,0.114702261787345,-0.054322738249237,0.120143466922129,0.0125717965260718
0.0886077990002679,0.200068420319667,0.0219641317237243,0.18958677419847,0.0892115859959423
0.0142694851220455,0.127082925100612,-0.0278678552898309,0.124172058731505,0.0271846204422661
0.149683514130286,0.244570258707497,0.0652489108407004,0.242519483393301,0.135171345845023
0.079003828178061,0.184665342993022,0.0207112336877329,0.171463769088106,0.0785224176080219
0.0195288697734433,0.0964339972932607,-0.0636174796651312,0.08898143339427,-0.00202974463424546
-0.02830667373065,0.0655433700365573,-0.0899333017032894,0.0766517398853951,-0.0344066487906693
-0.0247075874194928,0.0819997478243484,-0.0682750900857994,0.0837782912996272,-0.0278302500008975
-0.0503273314245356,0.027653122350514,-0.119955411743725,0.0418600610178437,-0.0593983638620486
-0.018682236615428,0.0670293796298534,-0.0959952881137872,0.0758698094313232,-0.0197893444685634
0.0617382869769227,0.165999512734887,-0.0140206148845237,0.185857958309182,0.0569382319829296
-0.0573909309765447,0.0427357039610713,-0.123223520650522,0.0461579246602289,-0.0542108489294409
-0.014878709739953,0.0982509696930618,-0.0715339245113157,0.0996740272901512,-0.00667407874063867
0.0646660758711769,0.171736655097317,0.0121204844981205,0.185266775056467,0.0708109760396302
-0.061736206826589,0.0477683771569533,-0.139550945816759,0.0044729772648766,-0.0669653783166897
-0.107911743741872,-0.00547032629185331,-0.183991246570785,-0.0155546284508206,-0.112465263802247
0.0284514905405245,0.122644608645653,-0.0555795513204789,0.121150799201205,0.0353990288478734
-0.00736344567133457,0.108710109844169,-0.0889481133662343,0.105374128827899,0.00445477938256282
0.0174928984425455,0.114366182490752,-0.05471842312066,0.126681660451616,0.0165057544899487
0.0834118233319651,0.16308072100007,0.0121862448362068,0.176248532374824,0.0606975360640146
0.147624345374058,0.249513887383688,0.0712020985868052,0.246255455655534,0.14100250128814
0.0176869437296406,0.106970010200283,-0.0483056939105164,0.112258115022018,0.0178399744767213
